length
266960.0
205933.0
264504.0
230480.0
192827.0
207267.0
235440.0
214080.0
213713.0
267173.0
214867.0
215733.0
233533.0
195307.0
234667.0
228933.0
218440.0
205293.0
226667.0
222600.0
186533.0
192773.0
194493.0
188800.0
262748.0
215400.0
215693.0
240107.0
202573.0
207093.0
233533.0
206429.0
247733.0
225385.0
192200.0
204107.0
187893.0
249733.0
264267.0
256363.0
247240.0
267067.0
261773.0
204027.0
260467.0
217605.0
204467.0
205200.0
187000.0
236200.0
239760.0
248360.0
244440.0
239107.0
253267.0
187000.0
203800.0
264880.0
253987.0
253960.0
206164.0
246800.0
224987.0
191493.0
241881.0
206707.0
217800.0
218666.0
220493.0
207413.0
223497.0
239800.0
220147.0
210253.0
206467.0
256507.0
221507.0
208133.0
188293.0
189427.0
237427.0
219333.0
236480.0
192040.0
212924.0
189027.0
223667.0
204187.0
267363.0
267227.0
223465.0
205547.0
207059.0
219493.0
187960.0
213453.0
222627.0
209120.0
226213.0
198760.0
191227.0
253400.0
262748.0
243267.0
249227.0
254933.0
189493.0
245333.0
217240.0
264160.0
227467.0
190533.0
204267.0
236827.0
214400.0
252267.0
256693.0
255307.0
214361.0
229507.0
247747.0
238587.0
252933.0
225133.0
223684.0
243000.0
187560.0
188307.0
250933.0
203987.0
250400.0
190507.0
202867.0
221960.0
254440.0
262467.0
255977.0
186827.0
222027.0
187267.0
207986.0
213431.0
240126.0
237589.0
201400.0
198827.0
193440.0
256960.0
243240.0
258373.0
234053.0
252000.0
221867.0
233733.0
223465.0
213693.0
232867.0
237600.0
218960.0
202693.0
253693.0
213093.0
205627.0
203160.0
238133.0
233107.0
202707.0
233173.0
243467.0
233413.0
193600.0
222440.0
199707.0
257627.0
217440.0
259680.0
209093.0
197704.0
193333.0
250667.0
221240.0
230533.0
221760.0
198307.0
241253.0
222933.0
207147.0
215667.0
248920.0
253467.0
209787.0
212000.0
193347.0
227867.0
255987.0
191053.0
214973.0
225400.0
225907.0
196867.0
248933.0
223600.0
207813.0
230293.0
212193.0
207600.0
251680.0
212467.0
229560.0
201640.0
212200.0
227467.0
230787.0
249213.0
225480.0
225200.0
260440.0
200707.0
235693.0
207067.0
190640.0
215240.0
191333.0
220520.0
208507.0
207546.0
250453.0
223133.0
245093.0
224640.0
195080.0
209973.0
214840.0
211067.0
224027.0
190307.0
196867.0
263280.0
203133.0
252333.0
210480.0
195120.0
260827.0
193320.0
202093.0
253653.0
218342.0
238561.0
209667.0
193387.0
201600.0
249493.0
250107.0
232373.0
189627.0
260360.0
211080.0
186567.0
249187.0
241000.0
219840.0
236067.0
250987.0
199467.0
253573.0
247414.0
187373.0
199067.0
214146.0
229147.0
193693.0
198400.0
227040.0
204693.0
228653.0
255040.0
194333.0
220933.0
243800.0
248867.0
220133.0
233560.0
238027.0
227533.0
236373.0
234440.0
211200.0
222707.0
227093.0
192840.0
247240.0
202907.0
213160.0
237320.0
253493.0
189427.0
201133.0
191933.0
207333.0
234293.0
191160.0
205497.0
259667.0
217188.0
242040.0
211560.0
219373.0
219173.0
196933.0
192827.0
248947.0
198373.0
193773.0
229787.0
263667.0
237401.0
248040.0
196293.0
205787.0
258600.0
225427.0
192965.0
234373.0
192307.0
198853.0
235440.0
234307.0
190880.0
193560.0
198533.0
238147.0
220347.0
206520.0
231200.0
201627.0
200267.0
211440.0
263173.0
245493.0
220973.0
222053.0
264387.0
192440.0
224680.0
235080.0
206253.0
256067.0
220307.0
267400.0
236413.0
212107.0
232600.0
214893.0
213867.0
260867.0
225027.0
197293.0
244557.0
212000.0
243573.0
189293.0
221600.0
249040.0
246600.0
239267.0
234186.0
188707.0
193533.0
249867.0
209000.0
189667.0
252293.0
235840.0
244773.0
250333.0
209360.0
209093.0
198533.0
198640.0
200596.0
211080.0
205440.0
245573.0
199133.0
257000.0
261600.0
223893.0
189267.0
248576.0
207840.0
234440.0
248280.0
224926.0
190200.0
250133.0
247093.0
244133.0
260467.0
237120.0
220693.0
215720.0
227707.0
205401.0
231213.0
189733.0
248013.0
258933.0
267173.0
206067.0
220867.0
229773.0
215307.0
250867.0
236093.0
235255.0
186827.0
243360.0
218133.0
237000.0
202400.0
195560.0
207293.0
192373.0
231413.0
258773.0
239862.0
247427.0
210853.0
213853.0
256960.0
225013.0
230733.0
236520.0
224293.0
212320.0
191773.0
249827.0
189320.0
250813.0
196880.0
245253.0
244693.0
199573.0
262347.0
253800.0
260040.0
246613.0
252187.0
210000.0
213093.0
199293.0
229253.0
194600.0
199667.0
186400.0
242667.0
220427.0
212920.0
250347.0
195093.0
249227.0
201533.0
187787.0
214720.0
210587.0
189853.0
211684.0
204347.0
199933.0
209560.0
215693.0
224987.0
209480.0
239040.0
198400.0
219493.0
196133.0
218667.0
216533.0
218040.0
228760.0
210520.0
203267.0
203560.0
213467.0
199707.0
219040.0
255373.0
230173.0
246893.0
222147.0
198987.0
208533.0
221600.0
195973.0
231240.0
234947.0
212952.0
217573.0
190751.0
250227.0
267627.0
187467.0
248280.0
187853.0
229667.0
222000.0
249520.0
231667.0
231373.0
258667.0
263027.0
191080.0
210533.0
221400.0
189777.0
194013.0
237027.0
205333.0
189613.0
218027.0
